Customer ID,Status,Points,Number of Flights (prev year),"Flight Value (EUR, prev year)",Country,Age,Enrollment Date,Point Redemption (prev year),"Ancillary Revenue (EUR, prev year)"
1835,Base,171,2,17046,Germany,52,2020-01-13,48,3439
1836,Base,109,42,17562,Netherlands,72,2020-01-22,89,4731
1837,Frequent Traveller,670,20,14002,UK,71,2020-01-30,571,3599
1838,Base,486,31,10767,UK,63,2020-02-08,263,522
1839,Frequent Traveller,981,32,15461,Canada,68,2020-02-17,177,2948
1840,Frequent Traveller,780,17,20230,Spain,45,2020-02-26,203,914
1841,Frequent Traveller,654,33,23747,Italy,56,2020-03-05,367,834
1842,Base,223,9,18489,USA,68,2020-03-14,66,2969
1843,Base,120,18,7192,UK,37,2020-03-23,73,813
1844,Frequent Traveller,595,13,10777,France,36,2020-04-01,21,2947
1845,Base,259,23,30217,Germany,72,2020-04-10,54,2235
1846,Frequent Traveller,515,13,5977,Netherlands,35,2020-04-18,435,2982
1847,Base,249,16,866,USA,25,2020-04-27,3,1239
1848,Base,190,43,5852,USA,72,2020-05-06,159,3817
1849,Senator,4381,43,15597,Canada,69,2020-05-15,1837,4329
1850,Base,451,23,26529,Germany,29,2020-05-23,26,819
1851,Senator,1965,24,39368,Italy,67,2020-06-01,632,98
1852,Base,260,13,20062,Netherlands,79,2020-06-10,21,4092
1853,Base,367,13,6696,France,41,2020-06-19,104,3617
1854,Base,326,1,19114,France,38,2020-06-28,11,3665
1855,Base,489,3,5757,Switzerland,39,2020-07-06,272,1060
1856,Base,208,35,17441,UK,19,2020-07-15,163,4759
1857,Base,307,8,35479,Italy,22,2020-07-24,252,4399
1858,Frequent Traveller,651,5,2220,Italy,25,2020-08-02,546,1775
1859,Frequent Traveller,989,21,30651,UK,39,2020-08-10,904,3773
1860,Frequent Traveller,591,30,20536,Netherlands,29,2020-08-19,179,84
1861,Base,433,23,7842,France,63,2020-08-28,29,3017
1862,Base,21,2,27566,UK,18,2020-09-06,4,1220
1863,Frequent Traveller,808,41,3861,UK,55,2020-09-14,533,695
1864,Frequent Traveller,723,37,36865,Netherlands,41,2020-09-23,610,4982
1865,Base,226,4,10230,Germany,29,2020-10-02,160,3484
1866,Frequent Traveller,885,43,14513,Italy,41,2020-10-11,482,4182
1867,Base,341,18,33425,France,61,2020-10-20,161,1854
1868,Senator,4429,44,36522,France,46,2020-10-28,2906,6
1869,Base,253,16,4256,Germany,74,2020-11-06,232,3452
1870,Frequent Traveller,521,12,35782,USA,20,2020-11-15,281,4936
1871,Base,315,1,23291,UK,33,2020-11-24,254,4855
1872,Base,395,1,26788,USA,29,2020-12-02,169,4572
1873,Frequent Traveller,985,47,9639,Germany,45,2020-12-11,887,3874
1874,Senator,4525,7,9998,Canada,24,2020-12-20,2031,2746
1875,Base,386,35,20569,Italy,78,2020-12-29,148,2256
1876,Frequent Traveller,909,14,12496,Switzerland,38,2021-01-07,433,1976
1877,Frequent Traveller,673,15,27470,Netherlands,44,2021-01-15,22,853
1878,Senator,2768,26,28740,Spain,79,2021-01-24,576,2232
1879,Base,167,5,4769,Spain,70,2021-02-02,156,291
1880,Base,262,24,18995,UK,20,2021-02-11,52,3898
1881,Base,429,6,18721,Spain,51,2021-02-19,173,234
1882,Frequent Traveller,785,5,2917,Italy,48,2021-02-28,640,2826
1883,Frequent Traveller,801,38,33505,Canada,64,2021-03-09,507,2548
1884,Senator,4903,35,30576,Spain,75,2021-03-18,359,2485
1885,Senator,1257,13,13076,Netherlands,36,2021-03-27,506,2396
1886,Base,436,12,13771,Switzerland,68,2021-04-04,268,3239
1887,Frequent Traveller,839,23,21445,Spain,21,2021-04-13,92,4231
1888,Senator,2731,26,38167,Canada,51,2021-04-22,1644,438
1889,Frequent Traveller,821,35,815,France,29,2021-05-01,419,4595
1890,Base,337,8,23052,Spain,22,2021-05-09,307,1650
1891,Frequent Traveller,758,25,15009,Switzerland,60,2021-05-18,705,1854
1892,Base,450,31,7802,France,30,2021-05-27,296,1747
1893,Frequent Traveller,977,25,28500,Canada,43,2021-06-05,731,2254
1894,Base,35,11,7555,Netherlands,53,2021-06-13,19,2146
1895,Frequent Traveller,833,27,7768,Netherlands,34,2021-06-22,164,4240
1896,Base,446,23,10415,Italy,61,2021-07-01,338,1368
1897,Base,232,25,898,Spain,72,2021-07-10,217,1721
1898,Frequent Traveller,696,28,10157,Germany,66,2021-07-19,132,3938
1899,Base,47,2,38683,Germany,44,2021-07-27,41,3738
1900,Frequent Traveller,936,16,32931,Canada,69,2021-08-05,405,1536
1901,Frequent Traveller,785,16,14848,UK,52,2021-08-14,327,836
1902,Frequent Traveller,688,4,11043,Canada,46,2021-08-23,213,1783
1903,Base,120,25,4363,UK,52,2021-08-31,55,4801
1904,Frequent Traveller,861,15,15109,Italy,39,2021-09-09,510,3741
1905,Senator,4004,28,9443,Germany,43,2021-09-18,3481,304
1906,HON Circle Member,16374,46,23973,USA,29,2021-09-27,14319,2846
1907,Base,242,7,24681,Germany,76,2021-10-06,187,4003
1908,Senator,3378,22,32592,Spain,32,2021-10-14,2624,611
1909,Base,170,29,7601,Switzerland,24,2021-10-23,64,567
1910,Frequent Traveller,639,38,2205,Netherlands,57,2021-11-01,618,54
1911,Base,268,5,21720,France,31,2021-11-10,192,2515
1912,Senator,2611,16,21957,Italy,50,2021-11-18,1447,1025
1913,HON Circle Member,9556,39,21804,Spain,31,2021-11-27,8535,4778
1914,Frequent Traveller,597,28,25736,UK,25,2021-12-06,241,2201
1915,Base,228,43,30865,USA,70,2021-12-15,198,2961
1916,Frequent Traveller,877,41,2724,Netherlands,79,2021-12-24,370,899
1917,Senator,3978,38,2259,Spain,23,2022-01-01,3546,4095
1918,Base,437,6,22362,Germany,39,2022-01-10,249,1900
1919,Base,227,6,30202,Canada,76,2022-01-19,191,3356
1920,Base,329,20,5893,USA,20,2022-01-28,161,2781
1921,Base,439,21,10216,Germany,47,2022-02-05,49,1100
1922,Frequent Traveller,514,43,14447,Germany,77,2022-02-14,397,347
1923,Frequent Traveller,558,49,1059,Canada,53,2022-02-23,344,3477
1924,Senator,2853,40,25894,USA,32,2022-03-04,2319,4231
1925,Base,440,6,30534,Canada,56,2022-03-12,160,4710
1926,Base,412,26,26300,Italy,60,2022-03-21,233,1895
1927,Base,178,9,1615,USA,71,2022-03-30,151,2688
1928,Base,493,46,15970,Italy,20,2022-04-08,96,962
1929,Base,346,19,4085,Italy,53,2022-04-17,93,3312
1930,Senator,1809,28,19717,France,35,2022-04-25,1451,766
1931,Base,383,7,38246,Spain,65,2022-05-04,382,4576
1932,Frequent Traveller,914,7,30621,Spain,78,2022-05-13,778,1432
1933,Base,378,47,23746,Netherlands,25,2022-05-22,148,60
1934,Frequent Traveller,889,48,16624,Netherlands,69,2022-05-30,559,3817
1935,Base,413,21,16922,Netherlands,37,2022-06-08,91,22
1936,Frequent Traveller,798,14,4861,UK,73,2022-06-17,426,2396
1937,Base,250,17,38708,France,37,2022-06-26,1,924
1938,Base,163,30,36743,Switzerland,67,2022-07-05,111,3177
1939,Base,296,2,20602,Netherlands,34,2022-07-13,289,239
1940,Senator,2062,46,14106,Spain,73,2022-07-22,1736,2104
1941,Frequent Traveller,661,3,33284,Canada,53,2022-07-31,402,3019
1942,Base,23,32,11709,Spain,60,2022-08-09,16,3925
1943,Frequent Traveller,953,15,38338,France,79,2022-08-17,126,1611
1944,Senator,1985,13,33755,Canada,54,2022-08-26,1325,2866
1945,Base,41,3,4132,Netherlands,57,2022-09-04,18,2647
1946,Base,86,48,10224,USA,29,2022-09-13,66,478
1947,Base,125,37,5172,Switzerland,43,2022-09-21,119,2857
1948,Senator,4493,40,5058,Spain,75,2022-09-30,4177,1894
1949,Senator,2205,31,37659,Switzerland,41,2022-10-09,1243,678
1950,Frequent Traveller,852,16,24857,UK,58,2022-10-18,534,3206
1951,Frequent Traveller,864,14,39224,USA,50,2022-10-27,89,1215
1952,Base,339,33,15497,Italy,31,2022-11-04,252,4021
1953,Frequent Traveller,522,38,27550,Switzerland,59,2022-11-13,327,4324
1954,Base,315,10,22927,Spain,60,2022-11-22,243,4696
1955,Senator,2696,21,24948,Germany,39,2022-12-01,1690,4967
1956,Frequent Traveller,871,14,9863,Germany,44,2022-12-09,32,4142
1957,Frequent Traveller,584,26,36540,UK,21,2022-12-18,522,2554
1958,Base,236,11,37554,UK,60,2022-12-27,34,1165
1959,Base,78,34,39892,Canada,24,2023-01-05,70,8
1960,Base,195,29,23972,Italy,36,2023-01-14,14,3771
1961,Frequent Traveller,977,21,38411,Netherlands,76,2023-01-22,783,4676
1962,Frequent Traveller,762,46,18186,Switzerland,73,2023-01-31,69,2078
1963,Frequent Traveller,915,47,2421,Netherlands,52,2023-02-09,45,4500
1964,Base,164,17,32675,Canada,66,2023-02-18,50,1301
1965,Base,427,19,18099,UK,51,2023-02-26,133,4576
1966,Frequent Traveller,983,37,30516,Spain,34,2023-03-07,794,164
1967,Base,10,47,19265,Netherlands,63,2023-03-16,5,1691
1968,Senator,3613,8,28945,Netherlands,18,2023-03-25,1447,3033
1969,Frequent Traveller,661,2,24504,Germany,25,2023-04-03,402,4828
1970,Base,42,28,10722,Germany,51,2023-04-11,12,4736
1971,Base,49,15,30366,France,40,2023-04-20,23,4857
1972,Frequent Traveller,641,7,8068,USA,53,2023-04-29,299,2538
1973,Base,168,27,3519,Switzerland,64,2023-05-08,110,73
1974,Senator,1802,30,14268,Spain,45,2023-05-16,87,2829
1975,Base,405,7,37672,UK,21,2023-05-25,403,4487
1976,Base,224,26,5660,Switzerland,41,2023-06-03,199,4403
1977,Frequent Traveller,589,40,29340,Netherlands,51,2023-06-12,439,1739
1978,Senator,3740,20,19560,Germany,22,2023-06-20,1538,576
1979,Base,421,6,6004,UK,19,2023-06-29,228,3230
1980,Senator,3320,10,39031,USA,18,2023-07-08,3172,3999
1981,Senator,1960,41,3879,France,44,2023-07-17,398,685
1982,Senator,4585,44,33479,Netherlands,24,2023-07-26,2014,4142
1983,Base,23,20,24896,USA,24,2023-08-03,11,1810
1984,Frequent Traveller,586,20,12644,UK,29,2023-08-12,538,4288
1985,Base,314,12,11409,France,39,2023-08-21,145,648
1986,Frequent Traveller,697,13,31143,Netherlands,68,2023-08-30,42,4869
1987,Frequent Traveller,524,25,1900,Canada,25,2023-09-07,20,3702
1988,Senator,1720,34,25070,USA,68,2023-09-16,165,1545
1989,Base,249,16,8514,Spain,67,2023-09-25,214,1752
1990,Base,31,14,39902,Switzerland,64,2023-10-04,3,1374
1991,Base,496,25,23190,Canada,57,2023-10-13,81,2143
1992,Base,451,29,24182,France,35,2023-10-21,425,5
1993,Base,220,37,3271,Switzerland,55,2023-10-30,97,3401
1994,Base,205,48,2621,Spain,30,2023-11-08,194,4808
1995,Base,93,29,20723,Canada,28,2023-11-17,44,2342
1996,Base,391,49,22689,USA,53,2023-11-25,385,4357
1997,Base,282,34,37719,Spain,46,2023-12-04,152,4296
1998,Base,452,31,19660,Switzerland,34,2023-12-13,26,2287
1999,Base,31,35,23743,UK,26,2023-12-22,30,3688
2000,Base,455,43,14510,Germany,69,2023-12-31,97,1096
